dataset,group,time,peer,round,accuracy,loss
cifar10,DL,1495.158745,0,163,57.130000,1.254732
cifar10,DL,1495.158745,0,163,57.120000,1.257590
cifar10,DL,1495.158745,0,163,56.860000,1.308500
cifar10,DL,1495.158745,0,163,59.770000,1.215539
cifar10,DL,1495.158745,0,163,57.440000,1.249220
cifar10,DL,1495.158745,0,163,57.850000,1.233894
cifar10,DL,1495.158745,0,163,56.260000,1.279151
cifar10,DL,1495.158745,0,163,57.950000,1.259885
cifar10,DL,1495.158745,0,163,57.900000,1.224409
cifar10,DL,1495.158745,0,163,57.970000,1.257555
cifar10,DL,1495.158745,0,163,58.740000,1.206016
cifar10,DL,1495.158745,0,163,57.780000,1.249282
cifar10,DL,1495.158745,0,163,56.540000,1.278295
cifar10,DL,1495.158745,0,163,56.050000,1.290928
cifar10,DL,1495.158745,0,163,55.210000,1.396582
cifar10,DL,1495.158745,0,163,59.870000,1.168914
cifar10,DL,1495.158745,0,163,58.290000,1.257999
cifar10,DL,1495.158745,0,163,60.610000,1.158486
cifar10,DL,1495.158745,0,163,55.820000,1.351478
cifar10,DL,1495.158745,0,163,55.360000,1.302111
cifar10,DL,1495.158745,0,163,57.810000,1.278406
cifar10,DL,1495.158745,0,163,59.730000,1.178955
cifar10,DL,1495.158745,0,163,54.960000,1.366275
cifar10,DL,1495.158745,0,163,59.650000,1.186613
cifar10,DL,1495.158745,0,163,57.400000,1.270972
cifar10,DL,1495.158745,0,163,59.500000,1.207498
cifar10,DL,1495.158745,0,163,58.370000,1.234082
cifar10,DL,1495.158745,0,163,56.590000,1.317042
cifar10,DL,1495.158745,0,163,57.020000,1.288290
cifar10,DL,1495.158745,0,163,56.670000,1.277022
cifar10,DL,1495.158745,0,163,57.730000,1.256624
cifar10,DL,1495.158745,0,163,56.890000,1.264842
cifar10,DL,1495.158745,0,163,56.240000,1.316256
cifar10,DL,1495.158745,0,163,58.030000,1.259293
cifar10,DL,1495.158745,0,163,55.540000,1.338583
cifar10,DL,1495.158745,0,163,58.520000,1.243791
cifar10,DL,1495.158745,0,163,57.900000,1.225973
cifar10,DL,1495.158745,0,163,56.980000,1.290565
cifar10,DL,1495.158745,0,163,56.070000,1.318816
cifar10,DL,1495.158745,0,163,59.630000,1.216632
cifar10,DL,1495.158745,0,163,53.610000,1.420092
cifar10,DL,1495.158745,0,163,55.010000,1.399477
cifar10,DL,1495.158745,0,163,57.070000,1.273389
cifar10,DL,1495.158745,0,163,56.950000,1.301018
cifar10,DL,1495.158745,0,163,55.140000,1.303567
cifar10,DL,1495.158745,0,163,56.080000,1.334331
cifar10,DL,1495.158745,0,163,55.530000,1.371021
cifar10,DL,1495.158745,0,163,57.490000,1.232250
cifar10,DL,1495.158745,0,163,60.970000,1.153592
cifar10,DL,1495.158745,0,163,57.210000,1.305527
cifar10,DL,1495.158745,0,163,58.220000,1.243951
cifar10,DL,1495.158745,0,163,56.160000,1.306006
cifar10,DL,1495.158745,0,163,59.930000,1.184577
cifar10,DL,1495.158745,0,163,59.860000,1.178174
cifar10,DL,1495.158745,0,163,58.140000,1.266317
cifar10,DL,1495.158745,0,163,57.220000,1.299243
cifar10,DL,1495.158745,0,163,58.660000,1.228932
cifar10,DL,1495.158745,0,163,59.600000,1.186177
cifar10,DL,1495.158745,0,163,52.290000,1.420553
cifar10,DL,1495.158745,0,163,57.910000,1.288342
cifar10,DL,1495.158745,0,163,57.680000,1.223908
cifar10,DL,1495.158745,0,163,59.170000,1.195191
cifar10,DL,1495.158745,0,163,59.070000,1.203392
cifar10,DL,1495.158745,0,163,55.800000,1.336207
cifar10,DL,1495.158745,0,163,55.980000,1.305829
cifar10,DL,1495.158745,0,163,54.310000,1.400442
cifar10,DL,1495.158745,0,163,55.680000,1.283010
cifar10,DL,1495.158745,0,163,57.160000,1.278010
cifar10,DL,1495.158745,0,163,58.530000,1.233629
cifar10,DL,1495.158745,0,163,55.600000,1.340618
cifar10,DL,1495.158745,0,163,54.940000,1.373025
cifar10,DL,1495.158745,0,163,60.170000,1.171902
cifar10,DL,1495.158745,0,163,55.240000,1.345123
cifar10,DL,1495.158745,0,163,56.680000,1.303919
cifar10,DL,1495.158745,0,163,56.810000,1.260969
cifar10,DL,1495.158745,0,163,59.650000,1.203956
cifar10,DL,1495.158745,0,163,59.360000,1.212115
cifar10,DL,1495.158745,0,163,58.960000,1.201346
cifar10,DL,1495.158745,0,163,57.350000,1.269539
cifar10,DL,1495.158745,0,163,58.530000,1.237604
cifar10,DL,1495.158745,0,163,56.490000,1.297225
cifar10,DL,1495.158745,0,163,59.330000,1.188313
cifar10,DL,1495.158745,0,163,59.790000,1.207243
cifar10,DL,1495.158745,0,163,57.600000,1.300860
cifar10,DL,1495.158745,0,163,59.070000,1.218810
cifar10,DL,1495.158745,0,163,58.750000,1.235782
cifar10,DL,1495.158745,0,163,56.570000,1.298060
cifar10,DL,1495.158745,0,163,57.190000,1.301984
cifar10,DL,1495.158745,0,163,59.550000,1.198533
cifar10,DL,1495.158745,0,163,58.690000,1.225495
cifar10,DL,1495.158745,0,163,55.240000,1.349671
cifar10,DL,1495.158745,0,163,59.010000,1.226528
cifar10,DL,1495.158745,0,163,56.220000,1.344619
cifar10,DL,1495.158745,0,163,59.450000,1.173260
cifar10,DL,1495.158745,0,163,57.640000,1.252648
cifar10,DL,1495.158745,0,163,54.890000,1.340212
cifar10,DL,1495.158745,0,163,58.830000,1.243364
cifar10,DL,1495.158745,0,163,57.990000,1.249365
cifar10,DL,1495.158745,0,163,58.420000,1.254827
cifar10,DL,1495.158745,0,163,55.690000,1.342766
cifar10,DL,1495.158745,0,163,57.490000,1.262334
cifar10,DL,1495.158745,0,163,57.130000,1.274972
cifar10,DL,1495.158745,0,163,57.590000,1.237968
cifar10,DL,1495.158745,0,163,56.560000,1.286101
cifar10,DL,1495.158745,0,163,59.050000,1.179624
cifar10,DL,1495.158745,0,163,58.880000,1.231917
cifar10,DL,1495.158745,0,163,57.630000,1.252184
cifar10,DL,1495.158745,0,163,56.680000,1.334447
cifar10,DL,1495.158745,0,163,58.620000,1.234634
cifar10,DL,1495.158745,0,163,53.750000,1.431243
cifar10,DL,1495.158745,0,163,55.640000,1.351348
cifar10,DL,1495.158745,0,163,58.540000,1.246824
cifar10,DL,1495.158745,0,163,56.250000,1.355296
cifar10,DL,1495.158745,0,163,59.310000,1.204065
cifar10,DL,1495.158745,0,163,57.180000,1.301036
cifar10,DL,1495.158745,0,163,57.150000,1.295128
cifar10,DL,1495.158745,0,163,56.770000,1.318029
cifar10,DL,1495.158745,0,163,57.740000,1.263144
cifar10,DL,1495.158745,0,163,57.110000,1.259718
cifar10,DL,1495.158745,0,163,57.790000,1.221506
cifar10,DL,1495.158745,0,163,59.400000,1.191476
cifar10,DL,1495.158745,0,163,53.050000,1.434110
cifar10,DL,1495.158745,0,163,58.640000,1.224190
cifar10,DL,1495.158745,0,163,59.330000,1.184590
cifar10,DL,1495.158745,0,163,58.210000,1.235837
cifar10,DL,1495.158745,0,163,59.270000,1.212609
cifar10,DL,1495.158745,0,163,58.380000,1.243493
cifar10,DL,1495.158745,0,163,56.930000,1.239740
cifar10,DL,1495.158745,0,163,59.880000,1.184262
cifar10,DL,1495.158745,0,163,58.380000,1.252334
cifar10,DL,1495.158745,0,163,57.000000,1.309749
cifar10,DL,1495.158745,0,163,59.550000,1.198718
cifar10,DL,1495.158745,0,163,58.280000,1.228674
cifar10,DL,1495.158745,0,163,54.510000,1.369394
cifar10,DL,1495.158745,0,163,57.190000,1.279587
cifar10,DL,1495.158745,0,163,56.390000,1.298798
cifar10,DL,1495.158745,0,163,57.630000,1.258296
cifar10,DL,1495.158745,0,163,57.730000,1.242400
cifar10,DL,1495.158745,0,163,59.890000,1.180164
cifar10,DL,1495.158745,0,163,59.220000,1.182704
cifar10,DL,1495.158745,0,163,59.590000,1.194504
cifar10,DL,1495.158745,0,163,57.970000,1.251739
cifar10,DL,1495.158745,0,163,56.540000,1.280337
cifar10,DL,1495.158745,0,163,59.320000,1.192302
cifar10,DL,1495.158745,0,163,59.090000,1.215212
cifar10,DL,1495.158745,0,163,59.820000,1.201457
cifar10,DL,1502.926252,0,164,58.050000,1.247044
cifar10,DL,1502.926252,0,164,55.520000,1.320177
cifar10,DL,1502.926252,0,164,59.220000,1.211400
cifar10,DL,1502.926252,0,164,57.880000,1.251905
cifar10,DL,1502.926252,0,164,57.850000,1.233754
cifar10,DL,1502.926252,0,164,53.960000,1.364016
cifar10,DL,1502.926252,0,164,58.800000,1.213926
cifar10,DL,1502.926252,0,164,59.540000,1.196346
cifar10,DL,1502.926252,0,164,57.840000,1.309402
cifar10,DL,1502.926252,0,164,55.740000,1.336788
cifar10,DL,1502.926252,0,164,56.960000,1.278149
cifar10,DL,1502.926252,0,164,57.270000,1.264328
cifar10,DL,1502.926252,0,164,58.140000,1.235721
cifar10,DL,1502.926252,0,164,56.580000,1.271911
cifar10,DL,1502.926252,0,164,59.270000,1.224688
cifar10,DL,1502.926252,0,164,59.210000,1.204501
cifar10,DL,1502.926252,0,164,56.340000,1.305189
cifar10,DL,1502.926252,0,164,57.070000,1.283733
cifar10,DL,1502.926252,0,164,57.790000,1.246160
cifar10,DL,1502.926252,0,164,60.330000,1.161338
cifar10,DL,1502.926252,0,164,56.790000,1.318396
cifar10,DL,1502.926252,0,164,58.630000,1.198813
cifar10,DL,1502.926252,0,164,58.280000,1.237319
cifar10,DL,1502.926252,0,164,57.620000,1.249786
cifar10,DL,1502.926252,0,164,58.670000,1.240025
cifar10,DL,1502.926252,0,164,59.260000,1.205477
cifar10,DL,1502.926252,0,164,54.110000,1.396917
cifar10,DL,1502.926252,0,164,55.940000,1.338048
cifar10,DL,1502.926252,0,164,56.810000,1.275864
cifar10,DL,1502.926252,0,164,57.140000,1.268452
cifar10,DL,1502.926252,0,164,58.060000,1.260834
cifar10,DL,1502.926252,0,164,57.350000,1.275825
cifar10,DL,1502.926252,0,164,59.580000,1.179944
cifar10,DL,1502.926252,0,164,60.190000,1.196953
cifar10,DL,1502.926252,0,164,59.020000,1.191845
cifar10,DL,1502.926252,0,164,58.260000,1.211379
cifar10,DL,1502.926252,0,164,59.640000,1.186026
cifar10,DL,1502.926252,0,164,57.800000,1.289789
cifar10,DL,1502.926252,0,164,57.970000,1.229832
cifar10,DL,1502.926252,0,164,57.510000,1.254192
cifar10,DL,1502.926252,0,164,57.090000,1.322906
cifar10,DL,1502.926252,0,164,58.310000,1.259451
cifar10,DL,1502.926252,0,164,56.470000,1.326499
cifar10,DL,1502.926252,0,164,57.010000,1.240442
cifar10,DL,1502.926252,0,164,55.480000,1.357014
cifar10,DL,1502.926252,0,164,57.080000,1.281079
cifar10,DL,1502.926252,0,164,56.300000,1.293110
cifar10,DL,1502.926252,0,164,56.070000,1.274247
cifar10,DL,1502.926252,0,164,54.820000,1.370439
cifar10,DL,1502.926252,0,164,58.900000,1.285372
cifar10,DL,1502.926252,0,164,55.010000,1.353353
cifar10,DL,1502.926252,0,164,59.090000,1.186852
cifar10,DL,1502.926252,0,164,57.310000,1.279845
cifar10,DL,1502.926252,0,164,55.790000,1.298600
cifar10,DL,1502.926252,0,164,54.190000,1.392027
cifar10,DL,1502.926252,0,164,56.890000,1.319166
cifar10,DL,1502.926252,0,164,60.220000,1.175377
cifar10,DL,1502.926252,0,164,56.050000,1.335939
cifar10,DL,1502.926252,0,164,53.890000,1.382274
cifar10,DL,1502.926252,0,164,55.620000,1.429152
cifar10,DL,1502.926252,0,164,58.080000,1.243085
cifar10,DL,1502.926252,0,164,56.920000,1.281778
cifar10,DL,1502.926252,0,164,57.850000,1.258843
cifar10,DL,1502.926252,0,164,59.090000,1.198446
cifar10,DL,1502.926252,0,164,58.740000,1.214099
cifar10,DL,1502.926252,0,164,57.990000,1.255648
cifar10,DL,1502.926252,0,164,58.040000,1.274643
cifar10,DL,1502.926252,0,164,58.680000,1.241006
cifar10,DL,1502.926252,0,164,57.600000,1.285069
cifar10,DL,1502.926252,0,164,57.070000,1.255737
cifar10,DL,1502.926252,0,164,57.580000,1.269149
cifar10,DL,1502.926252,0,164,55.790000,1.316501
cifar10,DL,1502.926252,0,164,56.920000,1.328765
cifar10,DL,1502.926252,0,164,55.760000,1.358643
cifar10,DL,1502.926252,0,164,58.270000,1.255551
cifar10,DL,1502.926252,0,164,56.350000,1.335716
cifar10,DL,1502.926252,0,164,57.330000,1.280803
cifar10,DL,1502.926252,0,164,54.930000,1.335038
cifar10,DL,1502.926252,0,164,58.840000,1.207632
cifar10,DL,1502.926252,0,164,59.680000,1.195087
cifar10,DL,1502.926252,0,164,55.630000,1.360597
cifar10,DL,1502.926252,0,164,56.770000,1.250717
cifar10,DL,1502.926252,0,164,58.270000,1.252586
cifar10,DL,1502.926252,0,164,55.480000,1.342528
cifar10,DL,1502.926252,0,164,59.340000,1.168840
cifar10,DL,1502.926252,0,164,57.250000,1.256824
cifar10,DL,1502.926252,0,164,57.040000,1.355530
cifar10,DL,1502.926252,0,164,58.370000,1.242121
cifar10,DL,1502.926252,0,164,56.510000,1.321868
cifar10,DL,1502.926252,0,164,56.650000,1.277397
cifar10,DL,1502.926252,0,164,59.580000,1.185129
cifar10,DL,1502.926252,0,164,56.040000,1.359140
cifar10,DL,1502.926252,0,164,55.690000,1.320037
cifar10,DL,1502.926252,0,164,55.850000,1.308106
cifar10,DL,1502.926252,0,164,57.530000,1.276318
cifar10,DL,1502.926252,0,164,55.600000,1.407920
cifar10,DL,1502.926252,0,164,58.950000,1.214204
cifar10,DL,1502.926252,0,164,58.180000,1.231420
cifar10,DL,1502.926252,0,164,55.890000,1.332388
cifar10,DL,1502.926252,0,164,57.360000,1.277734
cifar10,DL,1502.926252,0,164,56.850000,1.308641
cifar10,DL,1502.926252,0,164,59.970000,1.152840
cifar10,DL,1502.926252,0,164,58.340000,1.232862
cifar10,DL,1502.926252,0,164,56.750000,1.265770
cifar10,DL,1502.926252,0,164,55.660000,1.395983
cifar10,DL,1502.926252,0,164,58.300000,1.273618
cifar10,DL,1502.926252,0,164,57.790000,1.263612
cifar10,DL,1502.926252,0,164,58.350000,1.234091
cifar10,DL,1502.926252,0,164,56.630000,1.309372
cifar10,DL,1502.926252,0,164,57.500000,1.248670
cifar10,DL,1502.926252,0,164,55.060000,1.371598
cifar10,DL,1502.926252,0,164,58.890000,1.215553
cifar10,DL,1502.926252,0,164,57.840000,1.271299
cifar10,DL,1502.926252,0,164,57.570000,1.243672
cifar10,DL,1502.926252,0,164,57.840000,1.269277
cifar10,DL,1502.926252,0,164,56.960000,1.283282
cifar10,DL,1502.926252,0,164,53.810000,1.357960
cifar10,DL,1502.926252,0,164,57.200000,1.279145
cifar10,DL,1502.926252,0,164,58.610000,1.219390
cifar10,DL,1502.926252,0,164,53.690000,1.429280
cifar10,DL,1502.926252,0,164,59.340000,1.208208
cifar10,DL,1502.926252,0,164,59.120000,1.239981
cifar10,DL,1502.926252,0,164,59.770000,1.194199
cifar10,DL,1502.926252,0,164,57.250000,1.251208
cifar10,DL,1502.926252,0,164,56.850000,1.298316
cifar10,DL,1502.926252,0,164,57.790000,1.272120
cifar10,DL,1502.926252,0,164,59.640000,1.206849
cifar10,DL,1502.926252,0,164,56.040000,1.261428
cifar10,DL,1502.926252,0,164,59.340000,1.199740
cifar10,DL,1502.926252,0,164,59.870000,1.185528
cifar10,DL,1502.926252,0,164,58.470000,1.232708
cifar10,DL,1502.926252,0,164,57.480000,1.286765
cifar10,DL,1502.926252,0,164,56.370000,1.273461
cifar10,DL,1502.926252,0,164,58.950000,1.228892
cifar10,DL,1502.926252,0,164,57.780000,1.254040
cifar10,DL,1502.926252,0,164,57.290000,1.239499
cifar10,DL,1502.926252,0,164,58.150000,1.255348
cifar10,DL,1502.926252,0,164,57.630000,1.257432
cifar10,DL,1502.926252,0,164,57.690000,1.263559
cifar10,DL,1502.926252,0,164,57.510000,1.274870
cifar10,DL,1502.926252,0,164,57.730000,1.238410
cifar10,DL,1502.926252,0,164,58.070000,1.244619
cifar10,DL,1502.926252,0,164,57.930000,1.248944
cifar10,DL,1502.926252,0,164,58.010000,1.220160
cifar10,DL,1502.926252,0,164,56.220000,1.304904
cifar10,DL,1502.926252,0,164,55.960000,1.318824
cifar10,DL,1502.926252,0,164,57.320000,1.265919
cifar10,DL,1502.926252,0,164,57.210000,1.273890
cifar10,DL,1502.926252,0,164,55.990000,1.331573
cifar10,DL,1502.926252,0,164,58.940000,1.215607
cifar10,DL,1502.926252,0,164,57.990000,1.256166
cifar10,DL,1502.926252,0,164,56.110000,1.275250
cifar10,DL,1502.926252,0,164,57.810000,1.249952
cifar10,DL,1502.926252,0,164,57.350000,1.276358
cifar10,DL,1502.926252,0,164,54.880000,1.369111
cifar10,DL,1502.926252,0,164,57.530000,1.237922
cifar10,DL,1502.926252,0,164,55.950000,1.307648
cifar10,DL,1502.926252,0,164,59.470000,1.196227
cifar10,DL,1502.926252,0,164,60.430000,1.197339
cifar10,DL,1502.926252,0,164,58.230000,1.229467
cifar10,DL,1502.926252,0,164,58.090000,1.251621
cifar10,DL,1502.926252,0,164,57.500000,1.253466
cifar10,DL,1502.926252,0,164,59.700000,1.170046
cifar10,DL,1502.926252,0,164,58.640000,1.240306
cifar10,DL,1502.926252,0,164,58.600000,1.198379
cifar10,DL,1502.926252,0,164,58.280000,1.234947
cifar10,DL,1502.926252,0,164,59.980000,1.205890
cifar10,DL,1502.926252,0,164,58.530000,1.293820
cifar10,DL,1502.926252,0,164,59.470000,1.214158
cifar10,DL,1502.926252,0,164,58.620000,1.218432
cifar10,DL,1502.926252,0,164,57.500000,1.243614
cifar10,DL,1502.926252,0,164,54.630000,1.369993
cifar10,DL,1502.926252,0,164,58.170000,1.243216
cifar10,DL,1502.926252,0,164,53.630000,1.417060
cifar10,DL,1502.926252,0,164,58.930000,1.189991
cifar10,DL,1502.926252,0,164,56.930000,1.314840
cifar10,DL,1502.926252,0,164,57.280000,1.294241
cifar10,DL,1502.926252,0,164,57.460000,1.273940
cifar10,DL,1502.926252,0,164,58.030000,1.221781
cifar10,DL,1502.926252,0,164,58.000000,1.248212
cifar10,DL,1502.926252,0,164,60.600000,1.153315
cifar10,DL,1502.926252,0,164,57.570000,1.265195
cifar10,DL,1502.926252,0,164,58.530000,1.204502
cifar10,DL,1502.926252,0,164,57.220000,1.275827
cifar10,DL,1502.926252,0,164,55.760000,1.317988
cifar10,DL,1502.926252,0,164,59.070000,1.219776
cifar10,DL,1502.926252,0,164,55.260000,1.357446
cifar10,DL,1502.926252,0,164,55.870000,1.345561
cifar10,DL,1502.926252,0,164,58.040000,1.289081
cifar10,DL,1502.926252,0,164,58.620000,1.212200
cifar10,DL,1502.926252,0,164,52.650000,1.435635
cifar10,DL,1502.926252,0,164,59.040000,1.219847
cifar10,DL,1502.926252,0,164,59.770000,1.201578
cifar10,DL,1502.926252,0,164,57.170000,1.301927
cifar10,DL,1502.926252,0,164,60.770000,1.157992
cifar10,DL,1502.926252,0,164,59.200000,1.202986
cifar10,DL,1502.926252,0,164,57.760000,1.246192
cifar10,DL,1502.926252,0,164,59.580000,1.190169
cifar10,DL,1502.926252,0,164,57.990000,1.257940
cifar10,DL,1502.926252,0,164,60.240000,1.169933
cifar10,DL,1511.420109,0,165,57.910000,1.234074
cifar10,DL,1511.420109,0,165,56.180000,1.350105
cifar10,DL,1511.420109,0,165,59.200000,1.196650
cifar10,DL,1511.420109,0,165,59.470000,1.173914
cifar10,DL,1511.420109,0,165,59.910000,1.171759
cifar10,DL,1511.420109,0,165,57.360000,1.284681
cifar10,DL,1511.420109,0,165,58.840000,1.235534
cifar10,DL,1511.420109,0,165,60.670000,1.197794
cifar10,DL,1511.420109,0,165,57.960000,1.257057
cifar10,DL,1511.420109,0,165,58.580000,1.217315
cifar10,DL,1511.420109,0,165,57.960000,1.234890
cifar10,DL,1511.420109,0,165,56.230000,1.326226
cifar10,DL,1511.420109,0,165,56.420000,1.367675
cifar10,DL,1511.420109,0,165,59.160000,1.205295
cifar10,DL,1511.420109,0,165,56.710000,1.341629
cifar10,DL,1511.420109,0,165,58.170000,1.266116
cifar10,DL,1511.420109,0,165,58.500000,1.208643
cifar10,DL,1511.420109,0,165,55.000000,1.353953
cifar10,DL,1511.420109,0,165,59.700000,1.176704
cifar10,DL,1511.420109,0,165,56.930000,1.262396
cifar10,DL,1511.420109,0,165,59.020000,1.221408
cifar10,DL,1511.420109,0,165,58.990000,1.219895
cifar10,DL,1511.420109,0,165,56.540000,1.327371
cifar10,DL,1511.420109,0,165,56.210000,1.293984
cifar10,DL,1511.420109,0,165,57.700000,1.275232
cifar10,DL,1511.420109,0,165,57.970000,1.283181
cifar10,DL,1511.420109,0,165,57.980000,1.253413
cifar10,DL,1511.420109,0,165,60.020000,1.194571
cifar10,DL,1511.420109,0,165,58.440000,1.220716
cifar10,DL,1511.420109,0,165,56.850000,1.296162
cifar10,DL,1511.420109,0,165,59.160000,1.183828
cifar10,DL,1511.420109,0,165,57.170000,1.296298
cifar10,DL,1511.420109,0,165,58.070000,1.238544
cifar10,DL,1511.420109,0,165,59.640000,1.193712
cifar10,DL,1511.420109,0,165,54.640000,1.355056
cifar10,DL,1511.420109,0,165,57.900000,1.274469
cifar10,DL,1511.420109,0,165,58.620000,1.215592
cifar10,DL,1511.420109,0,165,59.250000,1.239454
cifar10,DL,1511.420109,0,165,60.200000,1.187784
cifar10,DL,1511.420109,0,165,56.020000,1.314484
cifar10,DL,1511.420109,0,165,58.880000,1.213288
cifar10,DL,1511.420109,0,165,57.500000,1.265945
cifar10,DL,1511.420109,0,165,57.390000,1.273323
cifar10,DL,1511.420109,0,165,58.330000,1.256652
cifar10,DL,1511.420109,0,165,56.250000,1.375495
cifar10,DL,1511.420109,0,165,58.360000,1.259014
cifar10,DL,1511.420109,0,165,53.870000,1.452893
cifar10,DL,1511.420109,0,165,57.930000,1.260590
cifar10,DL,1511.420109,0,165,57.850000,1.251887
cifar10,DL,1511.420109,0,165,58.840000,1.198017
cifar10,DL,1511.420109,0,165,55.930000,1.322269
cifar10,DL,1511.420109,0,165,57.990000,1.256134
cifar10,DL,1511.420109,0,165,58.430000,1.250054
cifar10,DL,1511.420109,0,165,59.070000,1.207510
cifar10,DL,1511.420109,0,165,58.770000,1.206833
cifar10,DL,1511.420109,0,165,57.950000,1.243104
cifar10,DL,1511.420109,0,165,55.420000,1.380675
cifar10,DL,1511.420109,0,165,58.770000,1.219007
cifar10,DL,1511.420109,0,165,56.870000,1.289395
cifar10,DL,1511.420109,0,165,51.060000,1.511543
cifar10,DL,1511.420109,0,165,59.440000,1.203599
cifar10,DL,1511.420109,0,165,57.520000,1.265135
cifar10,DL,1511.420109,0,165,56.230000,1.316282
cifar10,DL,1511.420109,0,165,57.150000,1.263886
cifar10,DL,1511.420109,0,165,55.690000,1.333779
cifar10,DL,1511.420109,0,165,57.530000,1.273197
cifar10,DL,1511.420109,0,165,58.430000,1.194079
cifar10,DL,1511.420109,0,165,60.350000,1.151620
cifar10,DL,1511.420109,0,165,59.850000,1.173570
cifar10,DL,1511.420109,0,165,58.090000,1.261245
cifar10,DL,1511.420109,0,165,59.150000,1.199944
cifar10,DL,1511.420109,0,165,59.320000,1.215446
cifar10,DL,1511.420109,0,165,55.060000,1.414047
cifar10,DL,1511.420109,0,165,59.410000,1.181088
cifar10,DL,1511.420109,0,165,57.610000,1.256845
cifar10,DL,1511.420109,0,165,60.030000,1.206366
cifar10,DL,1511.420109,0,165,58.930000,1.225114
cifar10,DL,1511.420109,0,165,57.460000,1.302934
cifar10,DL,1511.420109,0,165,58.630000,1.203812
cifar10,DL,1511.420109,0,165,59.610000,1.175883
cifar10,DL,1511.420109,0,165,59.370000,1.188245
cifar10,DL,1511.420109,0,165,57.590000,1.285430
cifar10,DL,1511.420109,0,165,58.750000,1.235609
cifar10,DL,1511.420109,0,165,58.120000,1.236484
cifar10,DL,1511.420109,0,165,57.700000,1.258896
cifar10,DL,1511.420109,0,165,58.000000,1.273404
cifar10,DL,1511.420109,0,165,60.040000,1.180622
cifar10,DL,1511.420109,0,165,56.150000,1.335766
cifar10,DL,1511.420109,0,165,59.390000,1.201187
cifar10,DL,1511.420109,0,165,56.780000,1.337344
cifar10,DL,1511.420109,0,165,59.020000,1.188446
cifar10,DL,1511.420109,0,165,58.860000,1.214805
cifar10,DL,1511.420109,0,165,57.740000,1.297167
cifar10,DL,1511.420109,0,165,60.560000,1.179623
cifar10,DL,1511.420109,0,165,58.480000,1.256716
cifar10,DL,1511.420109,0,165,59.130000,1.236583
cifar10,DL,1511.420109,0,165,59.110000,1.214199
cifar10,DL,1511.420109,0,165,57.490000,1.288770
cifar10,DL,1511.420109,0,165,56.350000,1.311166
cifar10,DL,1511.420109,0,165,56.820000,1.302898
cifar10,DL,1511.420109,0,165,56.150000,1.331727
cifar10,DL,1511.420109,0,165,57.250000,1.248748
cifar10,DL,1511.420109,0,165,58.670000,1.227898
cifar10,DL,1511.420109,0,165,60.600000,1.169561
cifar10,DL,1511.420109,0,165,56.480000,1.301076
cifar10,DL,1511.420109,0,165,57.030000,1.304208
cifar10,DL,1511.420109,0,165,57.030000,1.261571
cifar10,DL,1511.420109,0,165,56.200000,1.308674
cifar10,DL,1511.420109,0,165,58.590000,1.244642
cifar10,DL,1511.420109,0,165,58.070000,1.219431
cifar10,DL,1511.420109,0,165,58.340000,1.243394
cifar10,DL,1511.420109,0,165,59.390000,1.198615
cifar10,DL,1511.420109,0,165,56.660000,1.310691
cifar10,DL,1511.420109,0,165,58.570000,1.218120
cifar10,DL,1511.420109,0,165,58.000000,1.236541
cifar10,DL,1511.420109,0,165,57.780000,1.237415
cifar10,DL,1511.420109,0,165,57.950000,1.253830
cifar10,DL,1511.420109,0,165,57.740000,1.266232
cifar10,DL,1511.420109,0,165,56.830000,1.289924
cifar10,DL,1511.420109,0,165,58.690000,1.248191
cifar10,DL,1511.420109,0,165,59.900000,1.199754
cifar10,DL,1511.420109,0,165,57.400000,1.293790
cifar10,DL,1511.420109,0,165,59.740000,1.174153
cifar10,DL,1511.420109,0,165,58.280000,1.246874
cifar10,DL,1511.420109,0,165,59.550000,1.199364
cifar10,DL,1511.420109,0,165,56.900000,1.300068
cifar10,DL,1511.420109,0,165,56.300000,1.295861
cifar10,DL,1511.420109,0,165,55.620000,1.342830
cifar10,DL,1511.420109,0,165,59.890000,1.177752
cifar10,DL,1511.420109,0,165,58.460000,1.235947
cifar10,DL,1511.420109,0,165,59.300000,1.202845
cifar10,DL,1511.420109,0,165,60.140000,1.197430
cifar10,DL,1511.420109,0,165,55.970000,1.341146
cifar10,DL,1511.420109,0,165,56.560000,1.273615
cifar10,DL,1511.420109,0,165,56.920000,1.300193
cifar10,DL,1511.420109,0,165,57.610000,1.248999
cifar10,DL,1511.420109,0,165,56.840000,1.288910
cifar10,DL,1511.420109,0,165,59.800000,1.183525
cifar10,DL,1511.420109,0,165,59.170000,1.239795
cifar10,DL,1511.420109,0,165,57.030000,1.330823
cifar10,DL,1511.420109,0,165,56.060000,1.334708
cifar10,DL,1511.420109,0,165,54.600000,1.374131
cifar10,DL,1511.420109,0,165,58.620000,1.274779
cifar10,DL,1511.420109,0,165,56.200000,1.343570
cifar10,DL,1511.420109,0,165,57.460000,1.248520
cifar10,DL,1511.420109,0,165,57.790000,1.233844
cifar10,DL,1511.420109,0,165,58.810000,1.231427
cifar10,DL,1511.420109,0,165,58.670000,1.207461
cifar10,DL,1511.420109,0,165,56.610000,1.333877
cifar10,DL,1511.420109,0,165,57.600000,1.273391
cifar10,DL,1511.420109,0,165,57.060000,1.338202
cifar10,DL,1511.420109,0,165,55.330000,1.347247
cifar10,DL,1511.420109,0,165,58.920000,1.197908
